luukki;kallio;mannerheimintie;makelankatu;leppavaara;lohja;tikkurila;vartiokyla;Datetime
4,7;5,2;1,8;;;2,1;5,2;3,1;2015-01-15 06:00:00
1,2;6,7;1,7;;;2,1;4,4;3,6;2015-01-15 07:00:00
-1,8;4,9;1,8;;;2,2;3,9;7,2;2015-01-15 08:00:00
0,4;3,7;2,8;;;2,3;3,2;5;2015-01-15 09:00:00
-2;5,4;1,2;;;2,6;2,9;4,6;2015-01-15 10:00:00
-4,5;6;4;;;3,1;3,2;4,9;2015-01-15 11:00:00
0;5,9;2,8;;;3,7;3,8;4,9;2015-01-15 12:00:00
4,6;7,1;2,6;;;4,8;4,6;5;2015-01-15 13:00:00
5,5;7,9;1,4;;;3,6;4,9;6,2;2015-01-15 14:00:00
4,1;5,6;6,1;;;3,2;4,5;5,5;2015-01-15 15:00:00
4,4;4,7;5,2;;;3,1;4,2;5,1;2015-01-15 16:00:00
3,1;6,9;5,4;;;3,3;4,3;4,8;2015-01-15 17:00:00
2,6;4,5;2,9;;;2,7;4,5;5;2015-01-15 18:00:00
3,4;6;5,4;;;2,9;4,9;4,7;2015-01-15 19:00:00
4,7;4,7;6,9;;;3;4,6;4,8;2015-01-15 20:00:00
2,7;3,1;5,1;;;3,2;4,8;4,6;2015-01-15 21:00:00
5,9;3,9;5,6;;;3,5;4,7;4,8;2015-01-15 22:00:00
5,2;4;2,8;;;4;5,7;6,4;2015-01-15 23:00:00
4,7;3,2;6,5;;;4,7;5,7;7,8;2015-01-16 00:00:00
9,1;3,4;3,7;;;5,1;4,9;6,8;2015-01-16 01:00:00
3,1;3;3;;;3,8;4,6;6,1;2015-01-16 02:00:00
3;2,6;4,6;;;1,1;3,4;5,2;2015-01-16 03:00:00
5,6;2,1;3,7;;;1,1;2,4;5,1;2015-01-16 04:00:00
4,1;4,4;1,4;;;1,6;4,4;5,6;2015-01-16 05:00:00
0,9;4,5;2,9;;;1,6;5,1;5,2;2015-01-16 06:00:00
-0,7;3,7;-0,7;;;4,2;4,2;4,7;2015-01-16 07:00:00
3,4;5,9;3,9;;;5,1;4,5;4,6;2015-01-16 08:00:00
2;5,9;5;;18;4,9;6,1;5,4;2015-01-16 09:00:00
2,5;10,7;6,8;;14,2;6,9;10,5;8,7;2015-01-16 10:00:00
6,4;14,2;9,6;;14,7;8,2;13,4;11,3;2015-01-16 11:00:00
16,8;11,6;13,9;;14,5;4,7;12,7;11,3;2015-01-16 12:00:00
9,6;11,4;9;;13;3,9;11,2;10,3;2015-01-16 13:00:00
9,4;10,6;8,2;;12,8;3,5;9,5;9,2;2015-01-16 14:00:00
8,3;9,9;7,5;;10,7;3,6;8,9;8,2;2015-01-16 15:00:00
1,5;7,5;8,9;;9,5;3,7;7,7;6,9;2015-01-16 16:00:00
2,4;7,9;6,4;;6;3,5;7,4;6,1;2015-01-16 17:00:00
3;7,6;4,7;;5,1;3,5;6,8;6,9;2015-01-16 18:00:00
3,3;6,2;7,1;;4,6;3,6;4,8;5,7;2015-01-16 19:00:00
2,4;6,9;6;;5,2;3,8;4,8;5,1;2015-01-16 20:00:00
5,7;6,9;6,4;;5,2;3,8;5,2;5;2015-01-16 21:00:00
6,1;7,8;4,7;;4,8;3,8;5,2;4,9;2015-01-16 22:00:00
2,8;6,1;-0,1;;1,4;3,7;5,4;4,7;2015-01-16 23:00:00
7,5;6,7;0,2;;3,8;3,6;5,7;4,8;2015-01-17 00:00:00
4,7;7,3;4,6;;3,5;3,6;5,5;5,3;2015-01-17 01:00:00
6,4;7,4;5;;6,3;3,7;5,7;5,8;2015-01-17 02:00:00
7,9;8,4;4,6;;5,7;3,9;5,6;5,6;2015-01-17 03:00:00
7,2;6,7;5,7;;6,9;4;5,7;5,7;2015-01-17 04:00:00
3,1;7,4;5,3;;6,4;4,5;5,9;5,7;2015-01-17 05:00:00
8;9,2;3,7;;3,4;4,9;6,4;5,8;2015-01-17 06:00:00
5,7;7,1;2,2;;4,7;4,7;6,6;5,6;2015-01-17 07:00:00
5;7,1;4,4;;4,6;4,7;6,8;5,9;2015-01-17 08:00:00
7,5;7,2;5,4;;6;5,3;7,1;5,6;2015-01-17 09:00:00
5,7;7;3,5;;4,3;5,3;7,5;5,7;2015-01-17 10:00:00
3,2;5,6;5,1;;5,7;5,3;7,7;5,8;2015-01-17 11:00:00
5,5;6,2;6,7;;8;6,3;7,9;6,3;2015-01-17 12:00:00
5,7;7,2;8,7;;7,7;6;8,6;7;2015-01-17 13:00:00
5,5;7,8;8,6;;6,5;6,3;9,5;9,3;2015-01-17 14:00:00
7,7;8,8;10;;6,1;6,3;9,6;9,9;2015-01-17 15:00:00
7,3;8,5;8,5;;6,8;7,2;9,2;10,5;2015-01-17 16:00:00
9,5;8,8;7,2;;6;5,6;12,3;10,6;2015-01-17 17:00:00
4,4;6;9,8;;7,7;2,9;10,2;8,6;2015-01-17 18:00:00
0;3,5;4,8;;4,2;3,2;9,3;6,1;2015-01-17 19:00:00
4,3;3,1;5;;1,5;4,4;7,8;6,1;2015-01-17 20:00:00
2,9;3,3;4,8;;1,5;3,2;4,8;6,3;2015-01-17 21:00:00
;3,4;3,3;;0,4;1,5;2,6;3,9;2015-01-17 22:00:00
-3,4;2,2;5,6;;2,4;1,2;1,6;3,6;2015-01-17 23:00:00
-0,6;3,5;7,2;;0,1;2,1;2;3,5;2015-01-18 00:00:00
;3,5;6,2;;0;2,8;3;3,9;2015-01-18 01:00:00
4,9;5,4;-1;;0,4;3,1;3,5;4,1;2015-01-18 02:00:00
3,7;3,8;4;;1,4;2,5;4,1;4,1;2015-01-18 03:00:00
1,8;5;4;;2,9;2,9;3,8;4;2015-01-18 04:00:00
5,1;5,3;4,2;;2,1;3;3,9;4,4;2015-01-18 05:00:00
2,6;6,6;2,7;;2,1;3,5;3,9;4,9;2015-01-18 06:00:00
1,5;6,8;3,7;;2,4;3,1;4,6;4,9;2015-01-18 07:00:00
4,2;5,1;3,9;;1,6;3;5,6;5,1;2015-01-18 08:00:00
4,1;7,3;5,5;;4,3;2,4;5;5,3;2015-01-18 09:00:00
2,7;5,5;4,9;;3,3;2,3;3,9;5,3;2015-01-18 10:00:00
4,4;6,2;6,2;;4,3;2,2;3,4;4,6;2015-01-18 11:00:00
2,9;5,9;3;;3,3;2,1;3,3;4,5;2015-01-18 12:00:00
4;6,3;3,6;;3,3;2;2,9;7,5;2015-01-18 13:00:00
2,9;5,5;1,8;;2,2;2,3;3,2;5,9;2015-01-18 14:00:00
3,6;5,1;3,5;;2;2,7;2,9;20,3;2015-01-18 15:00:00
2;4,9;2,4;;0,9;3,1;3,3;6,3;2015-01-18 16:00:00
3,9;5,7;1,8;;4,9;2,9;3,4;4,7;2015-01-18 17:00:00
2,9;5,6;1,3;;4,3;2,5;3,8;5;2015-01-18 18:00:00
0,9;5,8;2,4;;3;2,6;3,8;5,1;2015-01-18 19:00:00
4,6;6,4;4,5;;3,6;2,8;3,8;5,2;2015-01-18 20:00:00
1,5;5,9;3;;3,6;2,8;3,7;4,8;2015-01-18 21:00:00
-1,5;5,6;5,1;;4,1;2,7;3,3;4,6;2015-01-18 22:00:00
6;5,3;0,4;;2,2;2,6;3,2;4,2;2015-01-18 23:00:00
3,4;5;0;;1,1;2,8;3,1;3,8;2015-01-19 00:00:00
2,3;4;4,2;;0,1;2,6;2,3;3,8;2015-01-19 01:00:00
3,4;4,7;3,8;;-0,1;2,2;2,1;3,4;2015-01-19 02:00:00
3,5;4,7;0,2;;0,9;1,8;1,6;3,3;2015-01-19 03:00:00
2;4,8;5,6;;2,5;3,2;1,7;3,4;2015-01-19 04:00:00
-0,8;4;3,6;;3,3;1,6;2;3,7;2015-01-19 05:00:00
-0,6;6,9;3,9;;3,6;1,6;2,1;3,8;2015-01-19 06:00:00
0,6;4,2;-1,3;;6,5;3;3;4,1;2015-01-19 07:00:00
4,3;6,4;4,4;;7,4;2,9;4;5,4;2015-01-19 08:00:00
3,1;8,2;6,5;;5,2;2;4,2;5;2015-01-19 09:00:00
;5,8;8,6;;4,2;1,8;4,1;5,5;2015-01-19 10:00:00
1,6;6,3;6,5;;5;2,2;2,8;4,5;2015-01-19 11:00:00
-3,8;5,4;5,1;;4,6;2,8;2,1;3,3;2015-01-19 12:00:00
-0,4;4,6;7;;5;3,3;2,2;2,9;2015-01-19 13:00:00
4,9;5,8;6,7;;4,7;3,1;2,7;3,4;2015-01-19 14:00:00
4,5;4,8;6,5;;5,3;3,3;2,3;2,5;2015-01-19 15:00:00
3,1;5,1;3,6;;3,2;4,3;2,5;2,5;2015-01-19 16:00:00
4,1;4,7;5,7;;1;3,5;3,1;2,6;2015-01-19 17:00:00
1,6;4,9;5,1;;3;2,3;3,5;2,8;2015-01-19 18:00:00
6;5,5;4,9;;4,2;2,3;3,5;2,6;2015-01-19 19:00:00
6,8;5,1;6,7;;3,6;2,2;3,7;2,8;2015-01-19 20:00:00
3,7;5,6;3,6;;5,1;2,3;3,5;2,7;2015-01-19 21:00:00
3,7;5,8;2,8;;3,6;2,3;3,3;3;2015-01-19 22:00:00
2,4;4,9;1,9;;0,1;2,2;3,5;3,9;2015-01-19 23:00:00
5,2;5;-0,2;;0,1;2,1;3,6;5,1;2015-01-20 00:00:00
6,6;4,8;2,9;;1,4;2,4;3,6;5,3;2015-01-20 01:00:00
3,1;4,4;2,1;;3,3;2,6;3,3;5,3;2015-01-20 02:00:00
3,6;5,4;3,2;;4,9;3;3,3;5,3;2015-01-20 03:00:00
3,3;6,3;3,4;;5,5;3,1;3,5;5;2015-01-20 04:00:00
5,4;6,1;7,1;;4,2;3,3;3,6;5,2;2015-01-20 05:00:00
5,4;6,8;2,3;;6;3,5;4,2;5,8;2015-01-20 06:00:00
3,3;6,1;-0,4;;6,4;3,3;4,1;6,8;2015-01-20 07:00:00
4,8;5,8;7;;8,3;3,5;3,8;4,6;2015-01-20 08:00:00
6,3;5,9;6,2;;7,9;4,1;4,2;4,9;2015-01-20 09:00:00
4,3;5,8;3,4;;5,7;3,6;3,9;6,1;2015-01-20 10:00:00
6,3;6,4;7,2;;6;4,7;4,2;7,5;2015-01-20 11:00:00
3,3;6,1;7,5;;7,3;6,5;4,5;9,3;2015-01-20 12:00:00
7,2;6,2;0,3;;5,7;5,7;4,4;8,8;2015-01-20 13:00:00
1,7;6,2;3;;7,8;7,7;3,7;9;2015-01-20 14:00:00
3,6;7,1;7,5;;5,3;5,1;3,5;8,9;2015-01-20 15:00:00
3,7;5,8;8,2;;6,5;5,1;3,7;8,1;2015-01-20 16:00:00
5,4;5,7;6,2;;6,1;5,1;3,6;7,4;2015-01-20 17:00:00
3,2;4,9;6,7;;4,3;5,1;3,2;7,2;2015-01-20 18:00:00
4,6;5,1;5;;4;5;2,9;7;2015-01-20 19:00:00
5,8;8,3;10,1;;4;4,6;4,1;8,7;2015-01-20 20:00:00
8,8;8,8;9,8;;5,2;4,4;4,2;9,1;2015-01-20 21:00:00
16,5;6,6;10,1;;6,5;4,7;3,6;7,9;2015-01-20 22:00:00
10,5;6,8;11,1;;5,5;4,6;2,9;6,6;2015-01-20 23:00:00
3,5;8,5;14,5;;2,4;4,8;3,7;7,2;2015-01-21 00:00:00
5,4;5,5;8;;4,6;3,9;5,2;6,6;2015-01-21 01:00:00
10;7;2,6;;5,4;3,7;5,1;7,5;2015-01-21 02:00:00
8,8;2,1;6,4;;6,8;3,4;5;6,9;2015-01-21 03:00:00
4,6;5,1;3,9;;6,1;3,8;5,4;7;2015-01-21 04:00:00
8,3;8,5;7,5;;8,7;3,8;5,2;7,3;2015-01-21 05:00:00
3,3;12,1;12,6;;7,1;5,9;5,8;8,3;2015-01-21 06:00:00
21,4;8,8;1,4;;6,5;5,4;5,8;7,2;2015-01-21 07:00:00
8,9;9,8;7,6;;7;5,9;7,8;7,7;2015-01-21 08:00:00
6,6;6,6;6,5;;7,8;5,8;6,8;6,5;2015-01-21 09:00:00
7,4;6,2;3,5;;4,9;5,8;4,1;6,2;2015-01-21 10:00:00
3,3;4,8;7;;5,7;3,4;4,5;6,4;2015-01-21 11:00:00
2,4;4,2;5,1;;6,7;;4,6;6;2015-01-21 12:00:00
4,5;5;9,8;;6,9;;5,4;5,6;2015-01-21 13:00:00
5;5;7,7;;6,6;3;8,1;5,8;2015-01-21 14:00:00
12,3;4,6;6,9;;7,8;3,1;7,9;7,8;2015-01-21 15:00:00
13,4;8,1;9,2;;12,1;4,7;6,6;11,8;2015-01-21 16:00:00
9,9;8,9;10,6;;10,4;7,2;6,2;9,5;2015-01-21 17:00:00
6,5;13,1;10,5;;8,6;5,7;7,8;10,5;2015-01-21 18:00:00
9;9,3;12,1;;10;4,9;9,2;10,9;2015-01-21 19:00:00
14,1;9,4;15,4;;10,1;5,7;8,4;11,4;2015-01-21 20:00:00
17,2;9,1;13,3;;10,1;6,3;7,8;9,9;2015-01-21 21:00:00
9,7;10,6;10;;8,8;6;7,4;9,1;2015-01-21 22:00:00
17,6;10,2;12,9;;-3,5;6;7,1;8,1;2015-01-21 23:00:00
11,4;9,3;12,7;;1,2;6,1;7,3;8,4;2015-01-22 00:00:00
11,1;8,5;10,6;;7;6,5;7,8;8,6;2015-01-22 01:00:00
9,3;9,6;12,2;;7,1;6,8;8,5;9;2015-01-22 02:00:00
9,3;9,8;9,1;;9,3;6,7;8,8;9,2;2015-01-22 03:00:00
10,3;10,6;11,2;;9,8;6,7;8,6;9,5;2015-01-22 04:00:00
9,2;9,2;10,4;;8,4;6,8;8,4;9,2;2015-01-22 05:00:00
9,9;9,5;12;;10,4;6,3;8,5;9,2;2015-01-22 06:00:00
7;10,8;0,3;;9,6;6,8;8,1;9,2;2015-01-22 07:00:00
10,8;9,8;6,5;;11,1;6,5;7,3;8,7;2015-01-22 08:00:00
6,8;7,9;8,5;;10,2;6,5;6,7;7,8;2015-01-22 09:00:00
7,5;7,4;11,5;;7,9;6,4;6,7;7,9;2015-01-22 10:00:00
7;6,6;7,2;;7,4;6,2;7;7,9;2015-01-22 11:00:00
9;7,6;10,9;;8;6;6,9;11;2015-01-22 12:00:00
9,1;7,8;9,1;;8,2;6,6;8,2;9,3;2015-01-22 13:00:00
7,3;8,2;9,4;;9,2;6,7;8,4;7,7;2015-01-22 14:00:00
5,9;11,5;8;;7,7;6,8;7;8,1;2015-01-22 15:00:00
6;10,9;10,6;;8,6;6,5;8,2;8;2015-01-22 16:00:00
1,8;12,5;12,9;;7,6;6,9;8,4;8;2015-01-22 17:00:00
9;9;12,1;;7,6;6,8;7,7;7,9;2015-01-22 18:00:00
7,1;8;10,9;;9,5;7,8;7,8;7,6;2015-01-22 19:00:00
5,1;8,7;14,1;;7,6;8,3;7,4;7,7;2015-01-22 20:00:00
2,9;7,9;13,2;;7,8;7,7;7,3;8,1;2015-01-22 21:00:00
7;7,9;7,7;;8;7;7,5;8,4;2015-01-22 22:00:00
9,5;9,5;13,3;;7,1;6,8;7,5;10,1;2015-01-22 23:00:00
7,6;9,2;15,3;;6,1;7,2;7,1;10,6;2015-01-23 00:00:00
8;7,6;14,5;;8,9;7,9;6,9;11,2;2015-01-23 01:00:00
10,1;8,1;13,9;;9,9;8,8;7,1;11,5;2015-01-23 02:00:00
6,7;7,8;11;;10,5;8,3;7,4;11,7;2015-01-23 03:00:00
9;8;5,8;;10,3;8;7,7;12,1;2015-01-23 04:00:00
8,8;9,3;9,7;;10,7;7,9;8,4;12,5;2015-01-23 05:00:00
10;13,2;12,7;;10,4;7,8;9;12,6;2015-01-23 06:00:00
11,6;10,4;4,1;;11,4;7,9;9,2;12,7;2015-01-23 07:00:00
9,6;11,8;12,6;;12,7;8;9,1;12,6;2015-01-23 08:00:00
12,1;11,4;15,1;;14,2;8,8;9,8;12,8;2015-01-23 09:00:00
13,5;11,9;15;;13,9;8,7;10,1;12,5;2015-01-23 10:00:00
13,3;12,9;13,7;;12,8;9,3;10,9;12,9;2015-01-23 11:00:00
12,9;12,3;11,4;;13,1;11,2;10,9;12,9;2015-01-23 12:00:00
14,4;11,3;12,1;;13,3;11,9;12,3;12,9;2015-01-23 13:00:00
13,7;16,5;11,5;;11,7;9,9;11,7;13,2;2015-01-23 14:00:00
17;12,5;10,4;;10,2;10,3;13,2;16,1;2015-01-23 15:00:00
11,8;12,4;9,4;;10,3;9,9;14,5;15,7;2015-01-23 16:00:00
10,1;11,2;7,8;;8,8;10,5;11,9;15,8;2015-01-23 17:00:00
6,6;11,8;12,8;;10,4;9;11,3;27,1;2015-01-23 18:00:00
5,3;11,7;10,8;;11,1;6,1;17,2;17,4;2015-01-23 19:00:00
1,4;7;10,2;;12,2;6,5;12,8;11,8;2015-01-23 20:00:00
-0,3;4,7;4,4;;9;4,8;14,7;8;2015-01-23 21:00:00
1,7;3,9;6,7;;7,6;3,4;9,2;7,1;2015-01-23 22:00:00
4,8;4,2;3;;6,2;3,6;9,2;6,7;2015-01-23 23:00:00
4,7;3,6;4,9;;4,9;4,8;7,2;6,3;2015-01-24 00:00:00
7,3;3,5;5,1;;3,8;5,8;5,8;6;2015-01-24 01:00:00
0,3;5,2;8,2;;5,5;5,6;6;7,5;2015-01-24 02:00:00
8,1;6,3;7,9;;6,7;4,9;7,7;8,7;2015-01-24 03:00:00
15,7;5,7;6,9;;8;3,5;6,6;9,3;2015-01-24 04:00:00
7,3;6,4;6,4;;8,4;2,6;6,8;9;2015-01-24 05:00:00
6,5;4,9;6,3;;8,3;2,9;5,9;9,5;2015-01-24 06:00:00
1,3;6,1;2,4;;6,3;2,7;5,6;8;2015-01-24 07:00:00
0,7;6,4;5,5;;7,1;2,2;5,2;7,2;2015-01-24 08:00:00
0,4;5;-1,8;;5;1,8;5,6;7,2;2015-01-24 09:00:00
2,5;5,8;6,5;;3,7;1,6;5,1;6,3;2015-01-24 10:00:00
8,8;4,1;3,2;;4;2,5;4,7;5,7;2015-01-24 11:00:00
0,5;4,2;3,6;;4,9;3,3;3,7;6;2015-01-24 12:00:00
2,1;4,6;6,2;;3,9;2,5;3,4;5,7;2015-01-24 13:00:00
7,2;3,6;1,9;;3,9;3,6;3,7;5,5;2015-01-24 14:00:00
4,3;5,9;4,9;;3,8;3,5;3,7;4,9;2015-01-24 15:00:00
0,8;6;4,7;;4,3;3,2;4,1;4,7;2015-01-24 16:00:00
0;5,4;5,5;;3,9;3,2;4,2;4,4;2015-01-24 17:00:00
2;4,7;3,9;;4,2;2,9;4,1;4,6;2015-01-24 18:00:00
3,8;6,8;6,1;;2;2,7;4,7;4,9;2015-01-24 19:00:00
4;5,7;8,8;;3,1;2,3;4,3;4,5;2015-01-24 20:00:00
4,9;5,3;5,1;;3,9;2,2;3,6;4,6;2015-01-24 21:00:00
4,4;4,6;6,5;;3;2,2;3,4;4,1;2015-01-24 22:00:00
4,4;4,1;6,2;;0,1;2,3;3;4,5;2015-01-24 23:00:00
5,1;4,9;5,1;;-1,8;2,4;3,2;5,7;2015-01-25 00:00:00
4,7;5,8;6,4;;3,2;2,6;3,7;6,4;2015-01-25 01:00:00
7,6;7,4;7,3;;5;2,8;5;6,7;2015-01-25 02:00:00
3,8;6,4;8,2;;5,8;3;5,6;6,7;2015-01-25 03:00:00
4,9;6,9;6;;6;3,1;5,4;6,5;2015-01-25 04:00:00
8,1;6,7;5,8;;6,6;3,6;5,4;6,2;2015-01-25 05:00:00
9,7;8,3;7;;7,2;4,3;5,7;6,7;2015-01-25 06:00:00
5,6;8,3;5,2;;7,3;4,8;6,4;7,4;2015-01-25 07:00:00
7,1;8,5;11;;6,2;5,3;7,2;8,4;2015-01-25 08:00:00
6,5;8,9;8,4;;8,2;5,4;7,2;9,3;2015-01-25 09:00:00
6,9;8,7;7,5;;9,5;5,8;7,5;10,3;2015-01-25 10:00:00
8,8;8,2;7,8;;10,2;6,2;7,4;10,3;2015-01-25 11:00:00
7,2;8,7;10;;8,8;6,6;7,3;10,1;2015-01-25 12:00:00
12;9,4;9,4;;6,8;6,5;7,7;10;2015-01-25 13:00:00
11,3;9,4;8,1;;11,2;7;8,6;10,9;2015-01-25 14:00:00
8,7;10,4;9,6;;9,9;6,7;8,5;11,9;2015-01-25 15:00:00
9,9;13,5;10,4;;11,4;6,8;10,3;12,7;2015-01-25 16:00:00
9,2;12,5;12,2;;12,4;6,8;11,8;12,8;2015-01-25 17:00:00
10,4;11,6;13,3;;13,2;6,4;12,9;12,7;2015-01-25 18:00:00
10,7;12,2;14,2;;12,7;6,1;11,8;13,5;2015-01-25 19:00:00
16,1;12,7;17,3;;12,1;5,7;11,5;14,5;2015-01-25 20:00:00
9,6;11,3;8,6;;12,4;5,8;10,7;13,8;2015-01-25 21:00:00
15;9,4;11,7;;11,4;6,8;10;11,2;2015-01-25 22:00:00
13,2;8,7;14;;11;8;8,6;10,3;2015-01-25 23:00:00
9,3;9,2;13,7;;9,4;9,4;9;10,2;2015-01-26 00:00:00
11,3;9,5;12,2;;8,7;9,2;10;10,1;2015-01-26 01:00:00
10,9;9,7;12,4;;8,6;9;10,2;10,4;2015-01-26 02:00:00
9;10,6;10,4;;9,4;8,6;11,1;11,1;2015-01-26 03:00:00
4,6;9,1;8,7;;11,4;6;12;11,6;2015-01-26 04:00:00
4,4;10,1;7,2;;11,8;5,8;13,6;12;2015-01-26 05:00:00
3;11;11;;10,8;5,7;14,7;12,6;2015-01-26 06:00:00
4,2;10;5,4;;11,2;5,1;15,3;12,1;2015-01-26 07:00:00
4,9;5,4;8,4;;9,7;4,4;10,7;9,4;2015-01-26 08:00:00
11,5;3,9;7,1;;7;3,1;5,2;10;2015-01-26 09:00:00
7,8;1,9;10,6;;5,3;1,8;4,9;8,1;2015-01-26 10:00:00
3;5,1;5;;4,5;1,6;3,6;7,9;2015-01-26 11:00:00
0,6;6,8;8,4;;4,1;1,6;5,3;10;2015-01-26 12:00:00
4,3;6,2;11,4;;6,3;1,2;6;8,3;2015-01-26 13:00:00
4,8;4,3;6,8;;6,3;1,5;5,2;7,8;2015-01-26 14:00:00
4;3;6,7;;5,1;1,7;3,6;5;2015-01-26 15:00:00
2;3,8;5,9;;4,1;1,5;3,3;5,5;2015-01-26 16:00:00
-0,1;3,1;5;;3,3;1,5;3,7;6;2015-01-26 17:00:00
2,7;6;7,7;;3,1;1,5;3;7,2;2015-01-26 18:00:00
3,1;0,9;5,4;;2,1;1,4;4,1;5,9;2015-01-26 19:00:00
3,9;2,7;5,4;;2,3;1,4;2,4;6,2;2015-01-26 20:00:00
5,2;1,8;0;;-0,3;1,6;1,6;3,4;2015-01-26 21:00:00
3,3;2,5;-0,3;;1,1;1,5;1,8;3,9;2015-01-26 22:00:00
0,6;2,3;7,9;;-2,8;1,5;2,8;3,2;2015-01-26 23:00:00
-1,3;3;7,1;;-2,4;1,2;1,7;2;2015-01-27 00:00:00
2,7;4,9;1;;0,4;1,4;3,5;2,8;2015-01-27 01:00:00
4,2;4;4,3;;1,5;1,9;3,8;3,1;2015-01-27 02:00:00
1;3,4;1,1;;1,6;2,6;3,8;3,5;2015-01-27 03:00:00
3,6;3,3;1,8;;2,1;3,1;3,4;3,5;2015-01-27 04:00:00
4,4;3,3;-0,1;;-0,4;3,7;3,8;3,4;2015-01-27 05:00:00
1,4;3,7;5,9;;3,7;4,2;5;4,1;2015-01-27 06:00:00
0,3;4,5;-0,7;;4,5;4,9;4,9;3,8;2015-01-27 07:00:00
9,3;7,5;9,3;;6,4;5,1;6,1;4,4;2015-01-27 08:00:00
8,5;7;10,9;;8,3;5,2;6;5;2015-01-27 09:00:00
7,2;7,4;8,6;;6,2;5,5;6,9;5,5;2015-01-27 10:00:00
8,1;8,2;10;;8,8;6,3;7;5,6;2015-01-27 11:00:00
6;8,2;10,1;;8,9;7,4;7;6;2015-01-27 12:00:00
8,6;9,4;10,6;;9,5;6,6;7,7;7,2;2015-01-27 13:00:00
10,7;9,9;9,9;;9,9;7,5;8,8;8,6;2015-01-27 14:00:00
9,6;10,2;9,1;;10;7,8;9,8;9,1;2015-01-27 15:00:00
14;10,2;8,5;;9,1;8;9,9;9,5;2015-01-27 16:00:00
9,9;10,7;8,3;;10,1;8,3;10,3;10,6;2015-01-27 17:00:00
11,6;9,6;10,2;12,4;10,7;8,5;10,6;12;2015-01-27 18:00:00
10,7;10,6;11,1;10,6;10,5;7,9;10,9;11,6;2015-01-27 19:00:00
6,9;11,1;14;11,6;9,9;6,6;10,6;11,7;2015-01-27 20:00:00
4,7;10,1;10,1;10,6;9,3;5,9;10,3;10,6;2015-01-27 21:00:00
10,2;9,5;9,1;10,3;8;2,9;9,8;10;2015-01-27 22:00:00
11,5;8,4;11,9;8,8;0,9;1,3;10,7;10,3;2015-01-27 23:00:00
8,5;5,1;11,4;4,7;-0,5;0,7;6,6;8,5;2015-01-28 00:00:00
-0,9;1,4;5,1;2,1;1;1,6;2,7;6;2015-01-28 01:00:00
3,8;-1,8;2,5;0,4;2,7;1,7;2,5;4,6;2015-01-28 02:00:00
0,4;0,7;1,3;1,3;2,6;2,1;1,4;4,1;2015-01-28 03:00:00
1,6;1,2;4,7;2,9;1,8;2,5;2;4,2;2015-01-28 04:00:00
0,4;0,8;0,8;4,9;2,7;2,2;3,1;4,2;2015-01-28 05:00:00
4;3,9;1,6;7,3;3,7;2,4;4,4;4,7;2015-01-28 06:00:00
3;3,2;1,2;6,7;4;2,6;3,7;4;2015-01-28 07:00:00
1,8;3,1;-1,3;5,4;4,7;2,4;3,1;3,4;2015-01-28 08:00:00
1,6;1,7;-2,6;4,1;4,2;2,2;2,7;3,3;2015-01-28 09:00:00
0,5;2,2;0,1;5,2;2,6;2;2,1;3,2;2015-01-28 10:00:00
1,3;1,7;2,5;4,2;3,2;1,7;1,8;3,7;2015-01-28 11:00:00
0,6;2,6;-1,1;4;3,1;1,7;2,2;3,3;2015-01-28 12:00:00
1,7;4,7;3,5;7,1;3,5;1,6;4,1;4,7;2015-01-28 13:00:00
0,6;8,7;11,4;10,4;5,5;1,2;6,7;6,9;2015-01-28 14:00:00
6,2;11,5;12,9;14,5;7,6;1;10,1;8,8;2015-01-28 15:00:00
5,6;9,9;12,9;11,8;9,5;0,7;9,5;9,5;2015-01-28 16:00:00
4,4;6,6;10,3;7,3;6,6;1,4;5,9;8,3;2015-01-28 17:00:00
-2,9;1,9;6;3,5;4,4;0,9;3,1;4,7;2015-01-28 18:00:00
-0,6;0,8;3,6;1,5;3,2;0,7;2;3,9;2015-01-28 19:00:00
1,6;1,8;0,9;2,1;2,4;0,3;2,1;4;2015-01-28 20:00:00
3,2;1,8;2,4;2,3;0,5;0,3;2,4;3,5;2015-01-28 21:00:00
5,4;2,3;1,9;4,2;0;0,3;1,9;3,3;2015-01-28 22:00:00
-0,9;4,1;2,1;4,6;1,4;0,6;2,9;4,7;2015-01-28 23:00:00
-1,7;6,6;5,7;7,5;2,2;0,9;6;7,8;2015-01-29 00:00:00
1,1;5,7;4,2;6,9;5,5;1,2;6,1;8,7;2015-01-29 01:00:00
4,1;6,4;7,7;7,4;6,3;2,6;6,5;8,8;2015-01-29 02:00:00
7,6;10;11;10,5;8;4,6;9,4;11,3;2015-01-29 03:00:00
9,6;5,8;5,6;7,4;9,7;4,4;8,2;9,5;2015-01-29 04:00:00
9,7;6,4;7,4;7,3;6,5;3;7,6;8,1;2015-01-29 05:00:00
4,8;5,4;7;7,7;7,1;4,4;6,2;6,7;2015-01-29 06:00:00
4,1;5,7;7;8,9;8,1;4,9;5,7;7,3;2015-01-29 07:00:00
7,3;4,4;6,2;;7,8;5,1;5,7;6;2015-01-29 08:00:00
7;5;6,2;;4,8;5;5,2;5;2015-01-29 09:00:00
5,2;6,1;-1,3;;6,9;6,6;6,7;5,7;2015-01-29 10:00:00
3,4;7,2;15,1;;7,2;7,9;8;6,3;2015-01-29 11:00:00
